rid,rTitle,rUser,rText,rURL,MEDIA_PROVIDER,PUBLISH_DATE,VIEW_COUNT,COMMENT_COUNT,UNIQUE_COMMENTERS,ENGAGEMENT,LIKES_AND_VOTES,INBOUND_LINKS,FORUM_THREAD_SIZE,FOLLOWING,FOLLOWERS,UPDATES,BLOG_POST_SENTIMENT
46476866,TWEET FROM: ATHENASFLEXHEAD,ATHENASFLEXHEAD,RT @beautfilms the breakfast club (1985) https://t.co/xqT6OWJQuG,http://twitter.com/157498812/statuses/804114430220976129,TWITTER,2016-12-01,0,0,0,0,0,0,0,386,259,2822,Neutral
46490324,TWEET FROM: MIRELLALAURIA,MIRELLALAURIA,"To com fome mas não posso comer porque amanhã de manhã vou fazer exame e tenho que passar 12h de jejum, qm merece?",http://twitter.com/102252371/statuses/804114414836314113,TWITTER,2016-12-01,0,0,0,0,0,0,0,242,339,33585,Neutral
46587674,NEUROCIÊNCIA - FORMAÇÃO E FUNCIONAMENTO DO SISTEMA NERVOSO,OGATODACAIXA," circuitos intermináveis por onde passam todas as informações recebidas e processadas pelo organismo. Sistema Nervoso (SN) é o elemento que permite ao homem mudar o seu comportamento para adaptação ao meio, aprender e aperfeiçoar recursos para viver bem. O desempenho do SN está totalmente relacionado aos aspectos...",http://ogatodacaixa.wordpress.com/2016/12/01/neurociencia-formacao-e-funcionamento-do-sistema-nervoso/,Wordpress,2016-12-01,0,0,0,0,0,0,0,0,0,0,Neutral
46715524,TWEET FROM: _KARINA3_,_KARINA3_,@savinhola @rezende_raquel3 só os vida loka q não toma mucilon,http://twitter.com/2864007394/statuses/804114570205863936,TWITTER,2016-12-01,0,0,0,0,0,0,0,143,262,3418,Neutral
46771056,TWEET FROM: S_SICCAS,S_SICCAS,RT @80sMoviePosts The Breakfast Club poster | 1985 https://t.co/lRlhQhumKN,http://twitter.com/1241293735/statuses/804114680566398976,TWITTER,2016-12-01,0,0,0,0,0,0,0,2934,1534,7631,Neutral
46816342,TWEET FROM: MAARILI_,MAARILI_,"vez com as coxinha...acordei umas 2 da manhã ""amor me da um balde? Eu acho q vou passar mal, eu comi mto sonhei q tava vomitando""",http://twitter.com/153462780/statuses/804112124633030656,TWITTER,2016-12-01,0,0,0,0,0,0,0,332,466,74466,Neutral
46822503,TWEET FROM: HELONEVES_,HELONEVES_,@Anneinchains  mano tem mais aqui minha mae fez mta coisa C quiser levo marmita pr vc amanha ^-^,http://twitter.com/748326035515641856/statuses/804114735558000640,TWITTER,2016-12-01,0,0,0,0,0,0,0,286,139,265,Neutral
46829960,"Câmara sepulta a anistia, mas desfigura as medidas de combate à corrupção",BRASIL SOBERANO E LIVRE," tudo está perdido. Pelo menos, foi sepultada a anistia ao caixa 2 e outros crimes. Também ficou mantida a criminalização específica do crime de caixa dois eleitoral , assim como a inclusão de alguns crimes na categoria de hediondos caso o valor desviado seja superior a R$ 8,8 milhões. Agora o projeto vai ao...",http://brasilsoberanoelivre.blogspot.com/2016/11/camara-sepulta-anistia-mas-desfigura-as.html,Aggregator,2016-12-01,0,0,0,0,0,0,0,0,0,0,Neutral
46873177,TWEET FROM: LTMARTINS990,LTMARTINS990,"Se o malandro soubesse como é bom ser do bem, ele seria do bem só de malandragem",http://twitter.com/717815366639071237/statuses/804114787210842112,TWITTER,2016-12-01,0,0,0,0,0,0,0,345,298,2622,Neutral
46882162,Diamantes no voo da Chapecoense,,", você também). A tragédia imensa que matou quase o time todo da Chapecoense – e, mais ainda, matou a alegria de um clube e de sua torcida logo na primeira grande glória, como finalista de uma competição internacional -, essa ruína, essa debacle, esse fracasso da vida, essa desconstrução de toda promessa de...",https://marceuvieira.wordpress.com/2016/11/30/diamantes-no-voo-da-chapecoense,Aggregator,2016-12-01,0,0,0,0,0,0,0,0,0,0,Neutral
47011940,TWEET FROM: SANDRASELMADERE,SANDRASELMADERE,Esse é o grupo que quer se colocar acima do bem e do mal! Não se trata da LavaJato. Trata-se de #LeiIgualParaTodos https://t.co/Zx9kesvncj,http://twitter.com/498687197/statuses/804114917309771776,TWITTER,2016-12-01,0,0,0,0,0,0,0,1589,2886,35598,Neutral
47021845,TWEET FROM: NESCAU_GRT,NESCAU_GRT,"4 anos de amizade, vai fazer 5 ou tem cinco o tempo passa e @laramilene, minha Pessoinha,vai pra Faculdade, AMIGA amor ahhh",http://twitter.com/727249584339165185/statuses/804114923076911104,TWITTER,2016-12-01,0,0,0,0,0,0,0,43,49,1417,Neutral
47053171,TWEET FROM: LECAUANEBIEBER,LECAUANEBIEBER,"RT @instanzin n aguento mais responsabilidades, só queria ver desenho e comer um sucrilhos",http://twitter.com/756877696987197440/statuses/804114955888889856,TWITTER,2016-12-01,0,0,0,0,0,0,0,186,196,1544,Neutral
47121854,TWEET FROM: DALLASXXKING,DALLASXXKING,"RT @iIovefilm ""Spend a little more time trying to make something of yourself and a little less time trying to impress people""  The Breakfast Club (1985) https://t.co/8DA4DhsTKw",http://twitter.com/1232193632/statuses/804115019000594436,TWITTER,2016-12-01,0,0,0,0,0,0,0,560,376,4261,Neutral
47155289,TWEET FROM: SEDUCIONCAMZ,SEDUCIONCAMZ,Café https://t.co/7lVgCGtqdu,http://twitter.com/3430448795/statuses/804115034959908864,TWITTER,2016-12-01,0,0,0,0,0,0,0,217,385,13008,Neutral
47182848,TWEET FROM: VINIOTINHA,VINIOTINHA,pelo menos meu dedão não parece um cookie da bauduco vencido,http://twitter.com/2161054344/statuses/804115082556874752,TWITTER,2016-12-01,0,0,0,0,0,0,0,67,278,32198,Neutral
47231890,TWEET FROM: LACERDALICEE,LACERDALICEE,RT @sandraselmadere Esse é o grupo que quer se colocar acima do bem e do mal! Não se trata da LavaJato. Trata-se de #LeiIgualParaTodos https://t.co/Zx9kesvncj,http://twitter.com/783827762960273408/statuses/804115131865120769,TWITTER,2016-12-01,0,0,0,0,0,0,0,115,65,679,Neutral
47315332,TWEET FROM: ADRIANA55688751,ADRIANA55688751,"RT @hellensfk Como uma pessoa acabou com o amor dos capetinhas do bem assim? É algo muito louco o que sinto agora, não é amor.  EstamosComVoceRayanne",http://twitter.com/755218490634756096/statuses/804115158318596097,TWITTER,2016-12-01,0,0,0,0,0,0,0,488,205,20082,Neutral
47343427,TWEET FROM: VIIH_MRTS,VIIH_MRTS,"RT @hmdanex todo mundo viajando e noix ta como : em casa,tomando nescau gelado",http://twitter.com/908723719/statuses/804115241143562240,TWITTER,2016-12-01,0,0,0,0,0,0,0,1865,3247,52165,Neutral
47408108,TWEET FROM: _JULI_MARTINEZ,_JULI_MARTINEZ,RT @beautfilms the breakfast club (1985) https://t.co/xqT6OWJQuG,http://twitter.com/2217537557/statuses/804115305207308288,TWITTER,2016-12-01,0,0,0,0,0,0,0,423,259,6177,Neutral
47428992,TWEET FROM: QUEILAJUS,QUEILAJUS,"Como existe gente do bem neste mundo, linda homenagem do povo Colombiano #ForcaChape",http://twitter.com/50162399/statuses/804115341098029056,TWITTER,2016-12-01,0,0,0,0,0,0,0,74,213,12914,Neutral
47530640,TWEET FROM: LLUUCIAA,LLUUCIAA,"RT @hellensfk Como uma pessoa acabou com o amor dos capetinhas do bem assim? É algo muito louco o que sinto agora, não é amor.  EstamosComVoceRayanne",http://twitter.com/4545992247/statuses/804115355597701120,TWITTER,2016-12-01,0,0,0,0,0,0,0,392,311,10555,Neutral
47603455,TWEET FROM: BEATRIZBRND,BEATRIZBRND,"se o malandro soubesse como é bom ser do bem, ele seria do bem só de malandragem",http://twitter.com/705067944/statuses/804115479308750848,TWITTER,2016-12-01,0,0,0,0,0,0,0,170,483,28164,Neutral
47673402,TWEET FROM: BR_INDIGNADO_,BR_INDIGNADO_,"O que se poderia esperar de um filho de César Maia? Claro, um excremento político tipo @DepRodrigoMaia, tal como Renan. Logo Temer tb ? https://t.co/egIKNIQ2EJ",http://twitter.com/1163900786/statuses/804115551496916992,TWITTER,2016-12-01,0,0,0,0,0,0,0,706,996,33222,Neutral
47684834,kurotsuchi-sterling: scumbag-solas: jhameia: tonight’s...,,kurotsuchi-sterling: scumbag-solas: jhameia: tonight’s aesthetic: Cookie Monster philosophizing in an art museum This just changed my life. The lasagne one has opened my eyes,http://based-nicole.tumblr.com/post/153878066884,Aggregator,2016-11-30,0,0,0,0,0,0,0,0,0,0,Neutral
47765406,TWEET FROM: DANIELAANDRADEV,DANIELAANDRADEV,"quero tomar nescau quente, mas to com preguiça de levantar e de fazer",http://twitter.com/1588924243/statuses/804115637014581248,TWITTER,2016-12-01,0,0,0,0,0,0,0,898,1275,27124,Neutral
47899383,TWEET FROM: MAREMEDS,MAREMEDS,@re_no_0 hj comecei o dia focada tomando cafe da manha com frutas. terminei o dia no mc donalds........,http://twitter.com/71364800/statuses/804115769802035200,TWITTER,2016-12-01,0,0,0,0,0,0,0,125,155,5346,Neutral
47923743,TWEET FROM: ERETRIADWARVES,ERETRIADWARVES,RT @karastanvers no offense but evil kara from 1.16 was the greatest thing to happen since sliced bread,http://twitter.com/340624123/statuses/804114930748243973,TWITTER,2016-12-01,0,0,0,0,0,0,0,241,2839,111981,Neutral
48016934,TWEET FROM: BASTOS_CEREAL,BASTOS_CEREAL,"Eu já chorei ontem. Botei na minha cabeça que eu vou lembrar desses jogadores eles alegres, felizes dentro de campo",http://twitter.com/2463267852/statuses/804115886856617989,TWITTER,2016-12-01,0,0,0,0,0,0,0,303,187,13488,Neutral
48021470,TWEET FROM: VITORESTEEVES,VITORESTEEVES,RT @EmpireFOX It's #EmpireWednesday! Cookie and the Lyons return TONIGHT at 9/8c. #Empire https://t.co/RoC6EZ8KjN,http://twitter.com/388492532/statuses/804115916527112192,TWITTER,2016-12-01,0,0,0,0,0,0,0,253,442,53468,Neutral
48059178,TWEET FROM: ITSLFX,ITSLFX,"RT @furlergio Vontade de pegar uma garrafa de cantina no bar e beber tudo sozinha, mas por enquanto só bebi um copo de Nescau mesmo",http://twitter.com/3231682503/statuses/804115934759813120,TWITTER,2016-12-01,0,0,0,0,0,0,0,844,1215,3903,Neutral
48071963,TWEET FROM: ARIANETAVARESQ,ARIANETAVARESQ,comprei na promoção 1kg de granola e 1kg de aveia por 15 conto não consigo nem expressar minha felicidade,http://twitter.com/2326128358/statuses/804115948454244352,TWITTER,2016-12-01,0,0,0,0,0,0,0,194,499,11893,Neutral
